eleccion;comuna;cut_comuna;region;cut_region;candidatura;votos;votos_comuna;votos_comuna_mayoria;ganador_comuna
Primera vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Jose Antonio Kast;28309;55042;28309;Jose Antonio Kast
Primera vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Marco Enriquez-Ominami;1249;55042;28309;Jose Antonio Kast
Primera vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Sebastian Sichel;16644;55042;28309;Jose Antonio Kast
Primera vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Votos En Blanco;102;55042;28309;Jose Antonio Kast
Primera vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Votos Nulos;164;55042;28309;Jose Antonio Kast
Primera vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Yasna Provoste;2570;55042;28309;Jose Antonio Kast
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Eduardo Artes;923;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Franco Aldo Parisi;4296;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Gabriel Boric;12548;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Jose Antonio Kast;6383;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Marco Enriquez-Ominami;5690;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Sebastian Sichel;3233;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Votos En Blanco;164;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Votos Nulos;298;38117;12548;Gabriel Boric
Primera vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Yasna Provoste;4582;38117;12548;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Eduardo Artes;910;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Franco Aldo Parisi;3879;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Gabriel Boric;12923;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Jose Antonio Kast;7554;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Marco Enriquez-Ominami;5271;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Sebastian Sichel;4394;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Votos En Blanco;166;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Votos Nulos;299;40181;12923;Gabriel Boric
Primera vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Yasna Provoste;4785;40181;12923;Gabriel Boric
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;18;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;228;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;568;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;812;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;120;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;569;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;39;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;18;3026;812;Jose Antonio Kast
Primera vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Yasna Provoste;654;3026;812;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Eduardo Artes;93;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Franco Aldo Parisi;1306;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Gabriel Boric;1516;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Jose Antonio Kast;3501;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Marco Enriquez-Ominami;588;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Sebastian Sichel;938;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Votos En Blanco;74;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Votos Nulos;87;9640;3501;Jose Antonio Kast
Primera vuelta;Loncoche;9109;La Araucanía;9;Yasna Provoste;1537;9640;3501;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Eduardo Artes;56;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Franco Aldo Parisi;1077;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Gabriel Boric;1644;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Jose Antonio Kast;4182;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Marco Enriquez-Ominami;518;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Sebastian Sichel;1186;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Votos En Blanco;66;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Votos Nulos;87;10230;4182;Jose Antonio Kast
Primera vuelta;Longaví;7403;Maule;7;Yasna Provoste;1414;10230;4182;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Eduardo Artes;32;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Franco Aldo Parisi;427;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Gabriel Boric;580;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Jose Antonio Kast;2144;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Marco Enriquez-Ominami;169;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Sebastian Sichel;326;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Votos En Blanco;98;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Votos Nulos;81;4737;2144;Jose Antonio Kast
Primera vuelta;Lonquimay;9205;La Araucanía;9;Yasna Provoste;880;4737;2144;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Eduardo Artes;78;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Franco Aldo Parisi;1267;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Gabriel Boric;1030;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Jose Antonio Kast;3497;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Marco Enriquez-Ominami;380;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Sebastian Sichel;477;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Votos En Blanco;63;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Votos Nulos;80;7945;3497;Jose Antonio Kast
Primera vuelta;Los Alamos;8206;Biobío;8;Yasna Provoste;1073;7945;3497;Jose Antonio Kast
Primera vuelta;Los Andes;5301;Valparaíso;5;Eduardo Artes;330;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Franco Aldo Parisi;5369;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Gabriel Boric;7176;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Jose Antonio Kast;7144;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Marco Enriquez-Ominami;2268;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Sebastian Sichel;3590;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Votos En Blanco;122;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Votos Nulos;279;29518;7176;Gabriel Boric
Primera vuelta;Los Andes;5301;Valparaíso;5;Yasna Provoste;3240;29518;7176;Gabriel Boric
Primera vuelta;Los Angeles;8301;Biobío;8;Eduardo Artes;569;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Franco Aldo Parisi;11618;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Gabriel Boric;9447;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Jose Antonio Kast;29491;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Marco Enriquez-Ominami;3254;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Sebastian Sichel;8845;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Votos En Blanco;345;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Votos Nulos;497;70502;29491;Jose Antonio Kast
Primera vuelta;Los Angeles;8301;Biobío;8;Yasna Provoste;6436;70502;29491;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Eduardo Artes;60;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Franco Aldo Parisi;1091;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Gabriel Boric;1476;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Jose Antonio Kast;2852;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Marco Enriquez-Ominami;396;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Sebastian Sichel;698;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Votos En Blanco;60;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Votos Nulos;72;7758;2852;Jose Antonio Kast
Primera vuelta;Los Lagos;14104;Los Ríos;14;Yasna Provoste;1053;7758;2852;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Eduardo Artes;37;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Franco Aldo Parisi;759;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Gabriel Boric;796;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Jose Antonio Kast;3214;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Marco Enriquez-Ominami;245;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Sebastian Sichel;715;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Votos En Blanco;124;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Votos Nulos;69;6817;3214;Jose Antonio Kast
Primera vuelta;Los Muermos;10106;Los Lagos;10;Yasna Provoste;858;6817;3214;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Eduardo Artes;28;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Franco Aldo Parisi;277;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Gabriel Boric;386;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Jose Antonio Kast;1881;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Marco Enriquez-Ominami;130;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Sebastian Sichel;310;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Votos En Blanco;49;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Votos Nulos;48;3571;1881;Jose Antonio Kast
Primera vuelta;Los Sauces;9206;La Araucanía;9;Yasna Provoste;462;3571;1881;Jose Antonio Kast
Primera vuelta;Los Vilos;4203;Coquimbo;4;Eduardo Artes;150;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Franco Aldo Parisi;1345;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Gabriel Boric;2142;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Jose Antonio Kast;1431;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Marco Enriquez-Ominami;659;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Sebastian Sichel;801;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Votos En Blanco;42;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Votos Nulos;74;7975;2142;Gabriel Boric
Primera vuelta;Los Vilos;4203;Coquimbo;4;Yasna Provoste;1331;7975;2142;Gabriel Boric
Primera vuelta;Lota;8106;Biobío;8;Eduardo Artes;219;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Franco Aldo Parisi;4624;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Gabriel Boric;3893;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Jose Antonio Kast;6204;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Marco Enriquez-Ominami;1812;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Sebastian Sichel;1290;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Votos En Blanco;146;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Votos Nulos;281;21543;6204;Jose Antonio Kast
Primera vuelta;Lota;8106;Biobío;8;Yasna Provoste;3074;21543;6204;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Eduardo Artes;52;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Franco Aldo Parisi;241;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Gabriel Boric;556;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Jose Antonio Kast;2443;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Marco Enriquez-Ominami;175;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Sebastian Sichel;227;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Votos En Blanco;51;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Votos Nulos;42;4242;2443;Jose Antonio Kast
Primera vuelta;Lumaco;9207;La Araucanía;9;Yasna Provoste;455;4242;2443;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;172;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;2884;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;5093;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;5587;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;1619;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;3171;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;94;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;164;20632;5587;Jose Antonio Kast
Primera vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Yasna Provoste;1848;20632;5587;Jose Antonio Kast
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Eduardo Artes;962;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Franco Aldo Parisi;3105;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Gabriel Boric;19448;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Jose Antonio Kast;11868;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Marco Enriquez-Ominami;4314;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Sebastian Sichel;8416;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Votos En Blanco;139;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Votos Nulos;350;54600;19448;Gabriel Boric
Primera vuelta;Macul;13118;Metropolitana de Santiago;13;Yasna Provoste;5998;54600;19448;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Eduardo Artes;4142;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Franco Aldo Parisi;17680;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Gabriel Boric;75643;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Jose Antonio Kast;42676;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Marco Enriquez-Ominami;20931;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Sebastian Sichel;25977;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Votos En Blanco;413;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Votos Nulos;1427;208248;75643;Gabriel Boric
Primera vuelta;Maipú;13119;Metropolitana de Santiago;13;Yasna Provoste;19359;208248;75643;Gabriel Boric
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;43;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;686;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;1064;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;1691;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;414;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;682;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;25;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;63;5462;1691;Jose Antonio Kast
Primera vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Yasna Provoste;794;5462;1691;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Eduardo Artes;33;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Franco Aldo Parisi;240;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;669;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;755;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Marco Enriquez-Ominami;171;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Sebastian Sichel;605;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;21;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;15;3104;755;Jose Antonio Kast
Primera vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Yasna Provoste;595;3104;755;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Eduardo Artes;72;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Franco Aldo Parisi;1563;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Gabriel Boric;1520;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Jose Antonio Kast;2346;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Marco Enriquez-Ominami;391;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Sebastian Sichel;667;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Votos En Blanco;61;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Votos Nulos;71;7917;2346;Jose Antonio Kast
Primera vuelta;Mariquina;14106;Los Ríos;14;Yasna Provoste;1226;7917;2346;Jose Antonio Kast
Primera vuelta;María Elena;2302;Antofagasta;2;Eduardo Artes;34;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Franco Aldo Parisi;964;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Gabriel Boric;265;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Jose Antonio Kast;212;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Marco Enriquez-Ominami;118;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Sebastian Sichel;73;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Votos En Blanco;8;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Votos Nulos;16;1838;964;Franco Aldo Parisi
Primera vuelta;María Elena;2302;Antofagasta;2;Yasna Provoste;148;1838;964;Franco Aldo Parisi
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Eduardo Artes;47;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Franco Aldo Parisi;485;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Gabriel Boric;1508;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Jose Antonio Kast;1483;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Marco Enriquez-Ominami;420;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Sebastian Sichel;792;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Votos En Blanco;32;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Votos Nulos;30;5553;1508;Gabriel Boric
Primera vuelta;María Pinto;13504;Metropolitana de Santiago;13;Yasna Provoste;756;5553;1508;Gabriel Boric
Primera vuelta;Maule;7105;Maule;7;Eduardo Artes;94;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Franco Aldo Parisi;2339;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Gabriel Boric;2117;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Jose Antonio Kast;3418;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Marco Enriquez-Ominami;968;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Sebastian Sichel;1544;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Votos En Blanco;82;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Votos Nulos;109;12196;3418;Jose Antonio Kast
Primera vuelta;Maule;7105;Maule;7;Yasna Provoste;1525;12196;3418;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Eduardo Artes;50;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Franco Aldo Parisi;715;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Gabriel Boric;882;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Jose Antonio Kast;2197;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Marco Enriquez-Ominami;208;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Sebastian Sichel;496;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Votos En Blanco;60;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Votos Nulos;45;5594;2197;Jose Antonio Kast
Primera vuelta;Maullín;10108;Los Lagos;10;Yasna Provoste;941;5594;2197;Jose Antonio Kast
Primera vuelta;Mejillones;2102;Antofagasta;2;Eduardo Artes;52;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Franco Aldo Parisi;1656;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Gabriel Boric;747;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Jose Antonio Kast;589;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Marco Enriquez-Ominami;270;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Sebastian Sichel;200;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Votos En Blanco;15;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Votos Nulos;30;3909;1656;Franco Aldo Parisi
Primera vuelta;Mejillones;2102;Antofagasta;2;Yasna Provoste;350;3909;1656;Franco Aldo Parisi
Primera vuelta;Melipeuco;9110;La Araucanía;9;Eduardo Artes;26;2250;944;Jose Antonio Kast
Primera vuelta;Melipeuco;9110;La Araucanía;9;Franco Aldo Parisi;247;2250;944;Jose Antonio Kast
