eleccion;comuna;cut_comuna;region;cut_region;candidatura;votos;votos_comuna;votos_comuna_mayoria;ganador_comuna
Segunda vuelta;Lampa;13302;Metropolitana de Santiago;13;Votos Nulos;273;35731;20285;Gabriel Boric
Segunda vuelta;Lanco;14103;Los Ríos;14;Gabriel Boric;4090;8388;4208;Jose Antonio Kast
Segunda vuelta;Lanco;14103;Los Ríos;14;Jose Antonio Kast;4208;8388;4208;Jose Antonio Kast
Segunda vuelta;Lanco;14103;Los Ríos;14;Votos En Blanco;29;8388;4208;Jose Antonio Kast
Segunda vuelta;Lanco;14103;Los Ríos;14;Votos Nulos;61;8388;4208;Jose Antonio Kast
Segunda vuelta;Las Cabras;6107;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;6025;10937;6025;Gabriel Boric
Segunda vuelta;Las Cabras;6107;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;4833;10937;6025;Gabriel Boric
Segunda vuelta;Las Cabras;6107;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;26;10937;6025;Gabriel Boric
Segunda vuelta;Las Cabras;6107;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;53;10937;6025;Gabriel Boric
Segunda vuelta;Las Condes;13114;Metropolitana de Santiago;13;Gabriel Boric;47733;184227;132330;Jose Antonio Kast
Segunda vuelta;Las Condes;13114;Metropolitana de Santiago;13;Jose Antonio Kast;132330;184227;132330;Jose Antonio Kast
Segunda vuelta;Las Condes;13114;Metropolitana de Santiago;13;Votos En Blanco;1230;184227;132330;Jose Antonio Kast
Segunda vuelta;Las Condes;13114;Metropolitana de Santiago;13;Votos Nulos;2934;184227;132330;Jose Antonio Kast
Segunda vuelta;Lautaro;9108;La Araucanía;9;Gabriel Boric;6703;17994;11118;Jose Antonio Kast
Segunda vuelta;Lautaro;9108;La Araucanía;9;Jose Antonio Kast;11118;17994;11118;Jose Antonio Kast
Segunda vuelta;Lautaro;9108;La Araucanía;9;Votos En Blanco;41;17994;11118;Jose Antonio Kast
Segunda vuelta;Lautaro;9108;La Araucanía;9;Votos Nulos;132;17994;11118;Jose Antonio Kast
Segunda vuelta;Lebu;8201;Biobío;8;Gabriel Boric;4796;10834;5908;Jose Antonio Kast
Segunda vuelta;Lebu;8201;Biobío;8;Jose Antonio Kast;5908;10834;5908;Jose Antonio Kast
Segunda vuelta;Lebu;8201;Biobío;8;Votos En Blanco;36;10834;5908;Jose Antonio Kast
Segunda vuelta;Lebu;8201;Biobío;8;Votos Nulos;94;10834;5908;Jose Antonio Kast
Segunda vuelta;Licantén;7303;Maule;7;Gabriel Boric;2219;3950;2219;Gabriel Boric
Segunda vuelta;Licantén;7303;Maule;7;Jose Antonio Kast;1690;3950;2219;Gabriel Boric
Segunda vuelta;Licantén;7303;Maule;7;Votos En Blanco;22;3950;2219;Gabriel Boric
Segunda vuelta;Licantén;7303;Maule;7;Votos Nulos;19;3950;2219;Gabriel Boric
Segunda vuelta;Limache;5802;Valparaíso;5;Gabriel Boric;12427;22915;12427;Gabriel Boric
Segunda vuelta;Limache;5802;Valparaíso;5;Jose Antonio Kast;10222;22915;12427;Gabriel Boric
Segunda vuelta;Limache;5802;Valparaíso;5;Votos En Blanco;64;22915;12427;Gabriel Boric
Segunda vuelta;Limache;5802;Valparaíso;5;Votos Nulos;202;22915;12427;Gabriel Boric
Segunda vuelta;Linares;7401;Maule;7;Gabriel Boric;20962;44416;23076;Jose Antonio Kast
Segunda vuelta;Linares;7401;Maule;7;Jose Antonio Kast;23076;44416;23076;Jose Antonio Kast
Segunda vuelta;Linares;7401;Maule;7;Votos En Blanco;104;44416;23076;Jose Antonio Kast
Segunda vuelta;Linares;7401;Maule;7;Votos Nulos;274;44416;23076;Jose Antonio Kast
Segunda vuelta;Litueche;6203;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;2023;3972;2023;Gabriel Boric
Segunda vuelta;Litueche;6203;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;1924;3972;2023;Gabriel Boric
Segunda vuelta;Litueche;6203;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;9;3972;2023;Gabriel Boric
Segunda vuelta;Litueche;6203;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;16;3972;2023;Gabriel Boric
Segunda vuelta;Llaillay;5703;Valparaíso;5;Gabriel Boric;8753;12470;8753;Gabriel Boric
Segunda vuelta;Llaillay;5703;Valparaíso;5;Jose Antonio Kast;3601;12470;8753;Gabriel Boric
Segunda vuelta;Llaillay;5703;Valparaíso;5;Votos En Blanco;28;12470;8753;Gabriel Boric
Segunda vuelta;Llaillay;5703;Valparaíso;5;Votos Nulos;88;12470;8753;Gabriel Boric
Segunda vuelta;Llanquihue;10107;Los Lagos;10;Gabriel Boric;4639;9133;4639;Gabriel Boric
Segunda vuelta;Llanquihue;10107;Los Lagos;10;Jose Antonio Kast;4390;9133;4639;Gabriel Boric
Segunda vuelta;Llanquihue;10107;Los Lagos;10;Votos En Blanco;31;9133;4639;Gabriel Boric
Segunda vuelta;Llanquihue;10107;Los Lagos;10;Votos Nulos;73;9133;4639;Gabriel Boric
Segunda vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Gabriel Boric;12248;59439;46038;Jose Antonio Kast
Segunda vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Jose Antonio Kast;46038;59439;46038;Jose Antonio Kast
Segunda vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Votos En Blanco;294;59439;46038;Jose Antonio Kast
Segunda vuelta;Lo Barnechea;13115;Metropolitana de Santiago;13;Votos Nulos;859;59439;46038;Jose Antonio Kast
Segunda vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Gabriel Boric;34532;47637;34532;Gabriel Boric
Segunda vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Jose Antonio Kast;12695;47637;34532;Gabriel Boric
Segunda vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Votos En Blanco;115;47637;34532;Gabriel Boric
Segunda vuelta;Lo Espejo;13116;Metropolitana de Santiago;13;Votos Nulos;295;47637;34532;Gabriel Boric
Segunda vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Gabriel Boric;33698;49629;33698;Gabriel Boric
Segunda vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Jose Antonio Kast;15500;49629;33698;Gabriel Boric
Segunda vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Votos En Blanco;86;49629;33698;Gabriel Boric
Segunda vuelta;Lo Prado;13117;Metropolitana de Santiago;13;Votos Nulos;345;49629;33698;Gabriel Boric
Segunda vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;1822;3840;1989;Jose Antonio Kast
Segunda vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;1989;3840;1989;Jose Antonio Kast
Segunda vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;11;3840;1989;Jose Antonio Kast
Segunda vuelta;Lolol;6304;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;18;3840;1989;Jose Antonio Kast
Segunda vuelta;Loncoche;9109;La Araucanía;9;Gabriel Boric;5063;11307;6133;Jose Antonio Kast
Segunda vuelta;Loncoche;9109;La Araucanía;9;Jose Antonio Kast;6133;11307;6133;Jose Antonio Kast
Segunda vuelta;Loncoche;9109;La Araucanía;9;Votos En Blanco;31;11307;6133;Jose Antonio Kast
Segunda vuelta;Loncoche;9109;La Araucanía;9;Votos Nulos;80;11307;6133;Jose Antonio Kast
Segunda vuelta;Longaví;7403;Maule;7;Gabriel Boric;5066;13474;8297;Jose Antonio Kast
Segunda vuelta;Longaví;7403;Maule;7;Jose Antonio Kast;8297;13474;8297;Jose Antonio Kast
Segunda vuelta;Longaví;7403;Maule;7;Votos En Blanco;33;13474;8297;Jose Antonio Kast
Segunda vuelta;Longaví;7403;Maule;7;Votos Nulos;78;13474;8297;Jose Antonio Kast
Segunda vuelta;Lonquimay;9205;La Araucanía;9;Gabriel Boric;1878;5445;3478;Jose Antonio Kast
Segunda vuelta;Lonquimay;9205;La Araucanía;9;Jose Antonio Kast;3478;5445;3478;Jose Antonio Kast
Segunda vuelta;Lonquimay;9205;La Araucanía;9;Votos En Blanco;25;5445;3478;Jose Antonio Kast
Segunda vuelta;Lonquimay;9205;La Araucanía;9;Votos Nulos;64;5445;3478;Jose Antonio Kast
Segunda vuelta;Los Alamos;8206;Biobío;8;Gabriel Boric;3561;9544;5882;Jose Antonio Kast
Segunda vuelta;Los Alamos;8206;Biobío;8;Jose Antonio Kast;5882;9544;5882;Jose Antonio Kast
Segunda vuelta;Los Alamos;8206;Biobío;8;Votos En Blanco;27;9544;5882;Jose Antonio Kast
Segunda vuelta;Los Alamos;8206;Biobío;8;Votos Nulos;74;9544;5882;Jose Antonio Kast
Segunda vuelta;Los Andes;5301;Valparaíso;5;Gabriel Boric;19279;32633;19279;Gabriel Boric
Segunda vuelta;Los Andes;5301;Valparaíso;5;Jose Antonio Kast;12976;32633;19279;Gabriel Boric
Segunda vuelta;Los Andes;5301;Valparaíso;5;Votos En Blanco;96;32633;19279;Gabriel Boric
Segunda vuelta;Los Andes;5301;Valparaíso;5;Votos Nulos;282;32633;19279;Gabriel Boric
Segunda vuelta;Los Angeles;8301;Biobío;8;Gabriel Boric;28680;84730;55226;Jose Antonio Kast
Segunda vuelta;Los Angeles;8301;Biobío;8;Jose Antonio Kast;55226;84730;55226;Jose Antonio Kast
Segunda vuelta;Los Angeles;8301;Biobío;8;Votos En Blanco;231;84730;55226;Jose Antonio Kast
Segunda vuelta;Los Angeles;8301;Biobío;8;Votos Nulos;593;84730;55226;Jose Antonio Kast
Segunda vuelta;Los Lagos;14104;Los Ríos;14;Gabriel Boric;4038;9401;5272;Jose Antonio Kast
Segunda vuelta;Los Lagos;14104;Los Ríos;14;Jose Antonio Kast;5272;9401;5272;Jose Antonio Kast
Segunda vuelta;Los Lagos;14104;Los Ríos;14;Votos En Blanco;31;9401;5272;Jose Antonio Kast
Segunda vuelta;Los Lagos;14104;Los Ríos;14;Votos Nulos;60;9401;5272;Jose Antonio Kast
Segunda vuelta;Los Muermos;10106;Los Lagos;10;Gabriel Boric;2499;8151;5567;Jose Antonio Kast
Segunda vuelta;Los Muermos;10106;Los Lagos;10;Jose Antonio Kast;5567;8151;5567;Jose Antonio Kast
Segunda vuelta;Los Muermos;10106;Los Lagos;10;Votos En Blanco;35;8151;5567;Jose Antonio Kast
Segunda vuelta;Los Muermos;10106;Los Lagos;10;Votos Nulos;50;8151;5567;Jose Antonio Kast
Segunda vuelta;Los Sauces;9206;La Araucanía;9;Gabriel Boric;1156;4037;2851;Jose Antonio Kast
Segunda vuelta;Los Sauces;9206;La Araucanía;9;Jose Antonio Kast;2851;4037;2851;Jose Antonio Kast
Segunda vuelta;Los Sauces;9206;La Araucanía;9;Votos En Blanco;11;4037;2851;Jose Antonio Kast
Segunda vuelta;Los Sauces;9206;La Araucanía;9;Votos Nulos;19;4037;2851;Jose Antonio Kast
Segunda vuelta;Los Vilos;4203;Coquimbo;4;Gabriel Boric;6614;9770;6614;Gabriel Boric
Segunda vuelta;Los Vilos;4203;Coquimbo;4;Jose Antonio Kast;3067;9770;6614;Gabriel Boric
Segunda vuelta;Los Vilos;4203;Coquimbo;4;Votos En Blanco;22;9770;6614;Gabriel Boric
Segunda vuelta;Los Vilos;4203;Coquimbo;4;Votos Nulos;67;9770;6614;Gabriel Boric
Segunda vuelta;Lota;8106;Biobío;8;Gabriel Boric;13409;24817;13409;Gabriel Boric
Segunda vuelta;Lota;8106;Biobío;8;Jose Antonio Kast;11053;24817;13409;Gabriel Boric
Segunda vuelta;Lota;8106;Biobío;8;Votos En Blanco;89;24817;13409;Gabriel Boric
Segunda vuelta;Lota;8106;Biobío;8;Votos Nulos;266;24817;13409;Gabriel Boric
Segunda vuelta;Lumaco;9207;La Araucanía;9;Gabriel Boric;1542;5158;3585;Jose Antonio Kast
Segunda vuelta;Lumaco;9207;La Araucanía;9;Jose Antonio Kast;3585;5158;3585;Jose Antonio Kast
Segunda vuelta;Lumaco;9207;La Araucanía;9;Votos En Blanco;9;5158;3585;Jose Antonio Kast
Segunda vuelta;Lumaco;9207;La Araucanía;9;Votos Nulos;22;5158;3585;Jose Antonio Kast
Segunda vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;13176;24095;13176;Gabriel Boric
Segunda vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;10630;24095;13176;Gabriel Boric
Segunda vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;62;24095;13176;Gabriel Boric
Segunda vuelta;Machalí;6108;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;227;24095;13176;Gabriel Boric
Segunda vuelta;Macul;13118;Metropolitana de Santiago;13;Gabriel Boric;40364;64016;40364;Gabriel Boric
Segunda vuelta;Macul;13118;Metropolitana de Santiago;13;Jose Antonio Kast;22975;64016;40364;Gabriel Boric
Segunda vuelta;Macul;13118;Metropolitana de Santiago;13;Votos En Blanco;201;64016;40364;Gabriel Boric
Segunda vuelta;Macul;13118;Metropolitana de Santiago;13;Votos Nulos;476;64016;40364;Gabriel Boric
Segunda vuelta;Maipú;13119;Metropolitana de Santiago;13;Gabriel Boric;167384;253308;167384;Gabriel Boric
Segunda vuelta;Maipú;13119;Metropolitana de Santiago;13;Jose Antonio Kast;83812;253308;167384;Gabriel Boric
Segunda vuelta;Maipú;13119;Metropolitana de Santiago;13;Votos En Blanco;442;253308;167384;Gabriel Boric
Segunda vuelta;Maipú;13119;Metropolitana de Santiago;13;Votos Nulos;1670;253308;167384;Gabriel Boric
Segunda vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;3443;6883;3443;Gabriel Boric
Segunda vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;3370;6883;3443;Gabriel Boric
Segunda vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;22;6883;3443;Gabriel Boric
Segunda vuelta;Malloa;6109;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;48;6883;3443;Gabriel Boric
Segunda vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;2209;4075;2209;Gabriel Boric
Segunda vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;1831;4075;2209;Gabriel Boric
Segunda vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;7;4075;2209;Gabriel Boric
Segunda vuelta;Marchihue;6204;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;28;4075;2209;Gabriel Boric
Segunda vuelta;Mariquina;14106;Los Ríos;14;Gabriel Boric;4854;9435;4854;Gabriel Boric
Segunda vuelta;Mariquina;14106;Los Ríos;14;Jose Antonio Kast;4505;9435;4854;Gabriel Boric
Segunda vuelta;Mariquina;14106;Los Ríos;14;Votos En Blanco;29;9435;4854;Gabriel Boric
Segunda vuelta;Mariquina;14106;Los Ríos;14;Votos Nulos;47;9435;4854;Gabriel Boric
Segunda vuelta;María Elena;2302;Antofagasta;2;Gabriel Boric;1350;1855;1350;Gabriel Boric
Segunda vuelta;María Elena;2302;Antofagasta;2;Jose Antonio Kast;476;1855;1350;Gabriel Boric
Segunda vuelta;María Elena;2302;Antofagasta;2;Votos En Blanco;5;1855;1350;Gabriel Boric
Segunda vuelta;María Elena;2302;Antofagasta;2;Votos Nulos;24;1855;1350;Gabriel Boric
Segunda vuelta;María Pinto;13504;Metropolitana de Santiago;13;Gabriel Boric;3959;6922;3959;Gabriel Boric
Segunda vuelta;María Pinto;13504;Metropolitana de Santiago;13;Jose Antonio Kast;2908;6922;3959;Gabriel Boric
Segunda vuelta;María Pinto;13504;Metropolitana de Santiago;13;Votos En Blanco;14;6922;3959;Gabriel Boric
Segunda vuelta;María Pinto;13504;Metropolitana de Santiago;13;Votos Nulos;41;6922;3959;Gabriel Boric
Segunda vuelta;Maule;7105;Maule;7;Gabriel Boric;6959;14269;7158;Jose Antonio Kast
Segunda vuelta;Maule;7105;Maule;7;Jose Antonio Kast;7158;14269;7158;Jose Antonio Kast
Segunda vuelta;Maule;7105;Maule;7;Votos En Blanco;43;14269;7158;Jose Antonio Kast
Segunda vuelta;Maule;7105;Maule;7;Votos Nulos;109;14269;7158;Jose Antonio Kast
Segunda vuelta;Maullín;10108;Los Lagos;10;Gabriel Boric;2791;6957;4086;Jose Antonio Kast
Segunda vuelta;Maullín;10108;Los Lagos;10;Jose Antonio Kast;4086;6957;4086;Jose Antonio Kast
Segunda vuelta;Maullín;10108;Los Lagos;10;Votos En Blanco;29;6957;4086;Jose Antonio Kast
Segunda vuelta;Maullín;10108;Los Lagos;10;Votos Nulos;51;6957;4086;Jose Antonio Kast
Segunda vuelta;Mejillones;2102;Antofagasta;2;Gabriel Boric;3050;4515;3050;Gabriel Boric
Segunda vuelta;Mejillones;2102;Antofagasta;2;Jose Antonio Kast;1398;4515;3050;Gabriel Boric
Segunda vuelta;Mejillones;2102;Antofagasta;2;Votos En Blanco;13;4515;3050;Gabriel Boric
Segunda vuelta;Mejillones;2102;Antofagasta;2;Votos Nulos;54;4515;3050;Gabriel Boric
Segunda vuelta;Melipeuco;9110;La Araucanía;9;Gabriel Boric;1122;3200;2049;Jose Antonio Kast
Segunda vuelta;Melipeuco;9110;La Araucanía;9;Jose Antonio Kast;2049;3200;2049;Jose Antonio Kast
Segunda vuelta;Melipeuco;9110;La Araucanía;9;Votos En Blanco;10;3200;2049;Jose Antonio Kast
Segunda vuelta;Melipeuco;9110;La Araucanía;9;Votos Nulos;19;3200;2049;Jose Antonio Kast
Segunda vuelta;Melipilla;13501;Metropolitana de Santiago;13;Gabriel Boric;28453;52369;28453;Gabriel Boric
Segunda vuelta;Melipilla;13501;Metropolitana de Santiago;13;Jose Antonio Kast;23517;52369;28453;Gabriel Boric
Segunda vuelta;Melipilla;13501;Metropolitana de Santiago;13;Votos En Blanco;94;52369;28453;Gabriel Boric
Segunda vuelta;Melipilla;13501;Metropolitana de Santiago;13;Votos Nulos;305;52369;28453;Gabriel Boric
Segunda vuelta;Molina;7304;Maule;7;Gabriel Boric;13143;22942;13143;Gabriel Boric
Segunda vuelta;Molina;7304;Maule;7;Jose Antonio Kast;9576;22942;13143;Gabriel Boric
Segunda vuelta;Molina;7304;Maule;7;Votos En Blanco;59;22942;13143;Gabriel Boric
Segunda vuelta;Molina;7304;Maule;7;Votos Nulos;164;22942;13143;Gabriel Boric
Segunda vuelta;Monte Patria;4303;Coquimbo;4;Gabriel Boric;7967;12054;7967;Gabriel Boric
Segunda vuelta;Monte Patria;4303;Coquimbo;4;Jose Antonio Kast;3924;12054;7967;Gabriel Boric
Segunda vuelta;Monte Patria;4303;Coquimbo;4;Votos En Blanco;55;12054;7967;Gabriel Boric
Segunda vuelta;Monte Patria;4303;Coquimbo;4;Votos Nulos;108;12054;7967;Gabriel Boric
Segunda vuelta;Mostazal;6110;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;7721;12321;7721;Gabriel Boric
Segunda vuelta;Mostazal;6110;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;4469;12321;7721;Gabriel Boric
Segunda vuelta;Mostazal;6110;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;34;12321;7721;Gabriel Boric
Segunda vuelta;Mostazal;6110;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;97;12321;7721;Gabriel Boric
Segunda vuelta;Mulchén;8305;Biobío;8;Gabriel Boric;5384;12682;7117;Jose Antonio Kast
Segunda vuelta;Mulchén;8305;Biobío;8;Jose Antonio Kast;7117;12682;7117;Jose Antonio Kast
Segunda vuelta;Mulchén;8305;Biobío;8;Votos En Blanco;56;12682;7117;Jose Antonio Kast
Segunda vuelta;Mulchén;8305;Biobío;8;Votos Nulos;125;12682;7117;Jose Antonio Kast
Segunda vuelta;Máfil;14105;Los Ríos;14;Gabriel Boric;1527;3834;2266;Jose Antonio Kast
Segunda vuelta;Máfil;14105;Los Ríos;14;Jose Antonio Kast;2266;3834;2266;Jose Antonio Kast
Segunda vuelta;Máfil;14105;Los Ríos;14;Votos En Blanco;10;3834;2266;Jose Antonio Kast
Segunda vuelta;Máfil;14105;Los Ríos;14;Votos Nulos;31;3834;2266;Jose Antonio Kast
Segunda vuelta;Nacimiento;8306;Biobío;8;Gabriel Boric;4693;12098;7253;Jose Antonio Kast
Segunda vuelta;Nacimiento;8306;Biobío;8;Jose Antonio Kast;7253;12098;7253;Jose Antonio Kast
Segunda vuelta;Nacimiento;8306;Biobío;8;Votos En Blanco;51;12098;7253;Jose Antonio Kast
Segunda vuelta;Nacimiento;8306;Biobío;8;Votos Nulos;101;12098;7253;Jose Antonio Kast
Segunda vuelta;Nancagua;6305;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;4839;8533;4839;Gabriel Boric
Segunda vuelta;Nancagua;6305;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;3629;8533;4839;Gabriel Boric
Segunda vuelta;Nancagua;6305;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;20;8533;4839;Gabriel Boric
Segunda vuelta;Nancagua;6305;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;45;8533;4839;Gabriel Boric
Segunda vuelta;Natales;12401;Magallanes y de la Antártica Chilena;12;Gabriel Boric;6024;9588;6024;Gabriel Boric
Segunda vuelta;Natales;12401;Magallanes y de la Antártica Chilena;12;Jose Antonio Kast;3470;9588;6024;Gabriel Boric
Segunda vuelta;Natales;12401;Magallanes y de la Antártica Chilena;12;Votos En Blanco;26;9588;6024;Gabriel Boric
Segunda vuelta;Natales;12401;Magallanes y de la Antártica Chilena;12;Votos Nulos;68;9588;6024;Gabriel Boric
Segunda vuelta;Navidad;6205;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;2376;4172;2376;Gabriel Boric
Segunda vuelta;Navidad;6205;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;1744;4172;2376;Gabriel Boric
Segunda vuelta;Navidad;6205;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;14;4172;2376;Gabriel Boric
Segunda vuelta;Navidad;6205;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;38;4172;2376;Gabriel Boric
Segunda vuelta;Negrete;8307;Biobío;8;Gabriel Boric;1623;4695;3023;Jose Antonio Kast
Segunda vuelta;Negrete;8307;Biobío;8;Jose Antonio Kast;3023;4695;3023;Jose Antonio Kast
Segunda vuelta;Negrete;8307;Biobío;8;Votos En Blanco;12;4695;3023;Jose Antonio Kast
Segunda vuelta;Negrete;8307;Biobío;8;Votos Nulos;37;4695;3023;Jose Antonio Kast
Segunda vuelta;Ninhue;16204;Ñuble;16;Gabriel Boric;1140;3162;1991;Jose Antonio Kast
Segunda vuelta;Ninhue;16204;Ñuble;16;Jose Antonio Kast;1991;3162;1991;Jose Antonio Kast
Segunda vuelta;Ninhue;16204;Ñuble;16;Votos En Blanco;7;3162;1991;Jose Antonio Kast
Segunda vuelta;Ninhue;16204;Ñuble;16;Votos Nulos;24;3162;1991;Jose Antonio Kast
Segunda vuelta;Nogales;5506;Valparaíso;5;Gabriel Boric;7507;10976;7507;Gabriel Boric
Segunda vuelta;Nogales;5506;Valparaíso;5;Jose Antonio Kast;3354;10976;7507;Gabriel Boric
Segunda vuelta;Nogales;5506;Valparaíso;5;Votos En Blanco;35;10976;7507;Gabriel Boric
Segunda vuelta;Nogales;5506;Valparaíso;5;Votos Nulos;80;10976;7507;Gabriel Boric
Segunda vuelta;Nueva Imperial;9111;La Araucanía;9;Gabriel Boric;7395;16110;8494;Jose Antonio Kast
Segunda vuelta;Nueva Imperial;9111;La Araucanía;9;Jose Antonio Kast;8494;16110;8494;Jose Antonio Kast
Segunda vuelta;Nueva Imperial;9111;La Araucanía;9;Votos En Blanco;55;16110;8494;Jose Antonio Kast
Segunda vuelta;Nueva Imperial;9111;La Araucanía;9;Votos Nulos;166;16110;8494;Jose Antonio Kast
Segunda vuelta;O'Higgins;11302;Aysén del General Carlos Ibáñez del Campo;11;Gabriel Boric;151;321;168;Jose Antonio Kast
Segunda vuelta;O'Higgins;11302;Aysén del General Carlos Ibáñez del Campo;11;Jose Antonio Kast;168;321;168;Jose Antonio Kast
Segunda vuelta;O'Higgins;11302;Aysén del General Carlos Ibáñez del Campo;11;Votos En Blanco;1;321;168;Jose Antonio Kast
Segunda vuelta;O'Higgins;11302;Aysén del General Carlos Ibáñez del Campo;11;Votos Nulos;1;321;168;Jose Antonio Kast
Segunda vuelta;Olivar;6111;Libertador Gral. Bernardo O'Higgins;6;Gabriel Boric;3900;7356;3900;Gabriel Boric
Segunda vuelta;Olivar;6111;Libertador Gral. Bernardo O'Higgins;6;Jose Antonio Kast;3372;7356;3900;Gabriel Boric
Segunda vuelta;Olivar;6111;Libertador Gral. Bernardo O'Higgins;6;Votos En Blanco;18;7356;3900;Gabriel Boric
Segunda vuelta;Olivar;6111;Libertador Gral. Bernardo O'Higgins;6;Votos Nulos;66;7356;3900;Gabriel Boric
Segunda vuelta;Ollagüe;2202;Antofagasta;2;Gabriel Boric;102;234;122;Jose Antonio Kast
Segunda vuelta;Ollagüe;2202;Antofagasta;2;Jose Antonio Kast;122;234;122;Jose Antonio Kast
Segunda vuelta;Ollagüe;2202;Antofagasta;2;Votos En Blanco;4;234;122;Jose Antonio Kast
Segunda vuelta;Ollagüe;2202;Antofagasta;2;Votos Nulos;6;234;122;Jose Antonio Kast
Segunda vuelta;Olmué;5803;Valparaíso;5;Gabriel Boric;4771;9419;4771;Gabriel Boric
Segunda vuelta;Olmué;5803;Valparaíso;5;Jose Antonio Kast;4543;9419;4771;Gabriel Boric
Segunda vuelta;Olmué;5803;Valparaíso;5;Votos En Blanco;20;9419;4771;Gabriel Boric
Segunda vuelta;Olmué;5803;Valparaíso;5;Votos Nulos;85;9419;4771;Gabriel Boric
Segunda vuelta;Osorno;10301;Los Lagos;10;Gabriel Boric;40375;79029;40375;Gabriel Boric
Segunda vuelta;Osorno;10301;Los Lagos;10;Jose Antonio Kast;37858;79029;40375;Gabriel Boric
Segunda vuelta;Osorno;10301;Los Lagos;10;Votos En Blanco;176;79029;40375;Gabriel Boric
Segunda vuelta;Osorno;10301;Los Lagos;10;Votos Nulos;620;79029;40375;Gabriel Boric
Segunda vuelta;Ovalle;4301;Coquimbo;4;Gabriel Boric;27572;44403;27572;Gabriel Boric
Segunda vuelta;Ovalle;4301;Coquimbo;4;Jose Antonio Kast;16307;44403;27572;Gabriel Boric
Segunda vuelta;Ovalle;4301;Coquimbo;4;Votos En Blanco;137;44403;27572;Gabriel Boric
Segunda vuelta;Ovalle;4301;Coquimbo;4;Votos Nulos;387;44403;27572;Gabriel Boric
Segunda vuelta;Padre Hurtado;13604;Metropolitana de Santiago;13;Gabriel Boric;19359;29820;19359;Gabriel Boric
Segunda vuelta;Padre Hurtado;13604;Metropolitana de Santiago;13;Jose Antonio Kast;10189;29820;19359;Gabriel Boric
Segunda vuelta;Padre Hurtado;13604;Metropolitana de Santiago;13;Votos En Blanco;69;29820;19359;Gabriel Boric
Segunda vuelta;Padre Hurtado;13604;Metropolitana de Santiago;13;Votos Nulos;203;29820;19359;Gabriel Boric
Segunda vuelta;Padre Las Casas;9112;La Araucanía;9;Gabriel Boric;13289;30519;16904;Jose Antonio Kast
Segunda vuelta;Padre Las Casas;9112;La Araucanía;9;Jose Antonio Kast;16904;30519;16904;Jose Antonio Kast
